OrderID,OrderDate,ShipDate,ShipMode,CustomerID,AddressID
CA-2015-136469,2015-07-12,2015-07-12,First Class,TS-21370,TS-21370A5
CA-2016-158694,2016-11-13,2016-11-13,Second Class,AI-10855,AI-10855A6
US-2014-104759,2014-04-04,2014-04-04,Standard Class,DD-13570,DD-13570A6
CA-2015-150511,2015-09-24,2015-09-24,Standard Class,AB-10060,AB-10060A1
CA-2015-134922,2015-11-11,2015-11-11,Standard Class,KB-16240,KB-16240A4
US-2017-120607,2017-05-19,2017-05-19,Same Day,JC-15775,JC-15775A2
CA-2015-141243,2015-01-08,2015-01-08,Second Class,AH-10465,AH-10465A4
CA-2015-162166,2015-09-11,2015-09-11,First Class,NM-18520,NM-18520A5
CA-2016-120796,2016-04-07,2016-04-07,Standard Class,CS-11950,CS-11950A9
CA-2016-109722,2016-12-07,2016-12-07,Second Class,TP-21130,TP-21130A4
CA-2015-136798,2015-05-12,2015-05-12,Standard Class,DL-12925,DL-12925A3
CA-2017-122196,2017-09-24,2017-09-24,First Class,CA-12265,CA-12265A4
CA-2017-142090,2017-12-07,2017-12-07,Standard Class,SC-20380,SC-20380A6
CA-2017-160934,2017-01-19,2017-01-19,Standard Class,TT-21460,TT-21460A3
CA-2014-124478,2014-08-12,2014-08-12,Standard Class,MA-17560,MA-17560A6
CA-2015-145485,2015-11-05,2015-11-05,Same Day,JM-16195,JM-16195A4
CA-2017-151071,2017-04-29,2017-04-29,Second Class,MB-18085,MB-18085A2
CA-2014-134572,2014-04-22,2014-04-22,Second Class,SV-20365,SV-20365A2
CA-2017-143217,2017-11-17,2017-11-17,Standard Class,CG-12040,CG-12040A2
US-2017-133312,2017-11-29,2017-11-29,Standard Class,BD-11500,BD-11500A3
US-2015-137533,2015-12-18,2015-12-18,Same Day,JK-15640,JK-15640A4
CA-2016-155138,2016-09-12,2016-09-12,Standard Class,JM-15580,JM-15580A3
CA-2016-108350,2016-06-09,2016-06-09,Second Class,SC-20230,SC-20230A3
CA-2015-144302,2015-06-23,2015-06-23,Standard Class,ME-17320,ME-17320A8
CA-2015-109001,2015-03-09,2015-03-09,Standard Class,KN-16390,KN-16390A7
CA-2017-132738,2017-08-07,2017-08-07,First Class,HM-14860,HM-14860A9
CA-2017-156720,2018-01-03,2018-01-03,Standard Class,JM-15580,JM-15580A5
CA-2015-119102,2015-05-27,2015-05-27,Standard Class,KH-16690,KH-16690A6
US-2014-140452,2014-12-10,2014-12-10,Standard Class,BK-11260,BK-11260A1
CA-2015-141936,2015-08-12,2015-08-12,Standard Class,PN-18775,PN-18775A7
CA-2014-158442,2014-03-17,2014-03-17,Same Day,AZ-10750,AZ-10750A3
CA-2015-167374,2015-03-30,2015-03-30,Second Class,GM-14500,GM-14500A1
CA-2014-116568,2014-12-20,2014-12-20,Standard Class,BM-11785,BM-11785A8
CA-2015-147102,2015-09-26,2015-09-26,Standard Class,NH-18610,NH-18610A1
CA-2017-132213,2017-04-26,2017-04-26,First Class,PN-18775,PN-18775A8
CA-2014-138450,2014-10-22,2014-10-22,Standard Class,EH-13765,EH-13765A3
CA-2015-153073,2015-11-13,2015-11-13,Same Day,HA-14905,HA-14905A5
CA-2016-147970,2016-02-02,2016-02-02,Second Class,AB-10150,AB-10150A2
CA-2016-150658,2016-11-22,2016-11-22,Standard Class,MS-17365,MS-17365A6
CA-2017-125640,2017-07-29,2017-07-29,Standard Class,DD-13570,DD-13570A3
CA-2017-154137,2017-11-17,2017-11-17,Standard Class,MT-17815,MT-17815A3
CA-2015-127173,2015-10-03,2015-10-03,Standard Class,GM-14500,GM-14500A4
CA-2014-149538,2014-04-08,2014-04-08,Standard Class,KB-16585,KB-16585A8
CA-2014-160766,2014-09-14,2014-09-14,Same Day,DM-13015,DM-13015A7
CA-2017-146626,2018-01-05,2018-01-05,Standard Class,BP-11185,BP-11185A4
CA-2015-123330,2015-06-27,2015-06-27,Standard Class,EP-13915,EP-13915A7
CA-2017-155607,2017-11-30,2017-11-30,Standard Class,FG-14260,FG-14260A6
CA-2016-151323,2016-10-28,2016-10-28,Standard Class,AB-10255,AB-10255A9
CA-2015-146696,2015-12-19,2015-12-19,Standard Class,RD-19480,RD-19480A1
CA-2016-128972,2016-11-17,2016-11-17,Standard Class,TS-21430,TS-21430A3
CA-2017-128335,2017-10-05,2017-10-05,Standard Class,JA-15970,JA-15970A2
CA-2015-154886,2015-11-12,2015-11-12,Standard Class,SW-20455,SW-20455A4
CA-2016-111213,2016-04-05,2016-04-05,Standard Class,FP-14320,FP-14320A1
CA-2017-161333,2017-02-07,2017-02-07,Standard Class,JL-15835,JL-15835A11
CA-2017-128734,2017-12-31,2017-12-31,Standard Class,JL-15175,JL-15175A2
CA-2014-141796,2014-06-21,2014-06-21,Same Day,JG-15160,JG-15160A6
CA-2017-125101,2017-03-10,2017-03-10,Second Class,SH-19975,SH-19975A10
CA-2017-169929,2017-09-28,2017-09-28,First Class,LS-17200,LS-17200A2
US-2014-121566,2014-07-06,2014-07-06,Standard Class,CS-11860,CS-11860A6
US-2015-124219,2015-08-08,2015-08-08,First Class,KW-16570,KW-16570A4
CA-2017-163006,2017-07-04,2017-07-04,Second Class,GH-14410,GH-14410A6
CA-2015-156146,2015-10-30,2015-10-30,Second Class,AG-10495,AG-10495A2
CA-2014-111192,2014-08-05,2014-08-05,Standard Class,TS-21430,TS-21430A4
CA-2016-115378,2016-11-23,2016-11-23,Second Class,AJ-10945,AJ-10945A3
CA-2015-161627,2015-07-11,2015-07-11,Standard Class,SJ-20215,SJ-20215A1
CA-2014-121006,2014-11-16,2014-11-16,Standard Class,SC-20020,SC-20020A3
CA-2016-122903,2016-05-29,2016-05-29,Second Class,LA-16780,LA-16780A10
CA-2015-107741,2015-03-10,2015-03-10,First Class,FC-14335,FC-14335A3
CA-2017-106432,2017-10-24,2017-10-24,Standard Class,CA-12265,CA-12265A3
CA-2016-148908,2016-11-08,2016-11-08,First Class,JH-15985,JH-15985A4
CA-2016-123015,2016-12-30,2016-12-30,Standard Class,AJ-10795,AJ-10795A4
US-2015-120502,2015-04-19,2015-04-19,Standard Class,BT-11395,BT-11395A5
CA-2017-108749,2017-09-15,2017-09-15,First Class,DJ-13510,DJ-13510A3
CA-2017-163335,2017-09-27,2017-09-27,First Class,AG-10675,AG-10675A7
CA-2015-134719,2015-10-15,2015-10-15,Standard Class,JD-15790,JD-15790A5
US-2015-154389,2015-12-03,2015-12-03,Standard Class,EH-14125,EH-14125A3
CA-2015-115567,2015-09-18,2015-09-18,Standard Class,ZC-21910,ZC-21910A11
US-2017-136679,2017-11-18,2017-11-18,Standard Class,XP-21865,XP-21865A10
US-2017-141943,2017-05-09,2017-05-09,Standard Class,DK-12985,DK-12985A2
CA-2014-101560,2014-12-01,2014-12-01,Second Class,CS-12250,CS-12250A8
CA-2014-159709,2014-05-15,2014-05-15,Standard Class,AI-10855,AI-10855A1
CA-2016-103982,2016-03-08,2016-03-08,Standard Class,AA-10315,AA-10315A3
CA-2015-142454,2015-08-19,2015-08-19,Standard Class,RE-19450,RE-19450A4
CA-2015-102015,2015-09-18,2015-09-18,Standard Class,TM-21010,TM-21010A6
CA-2015-156755,2015-01-18,2015-01-18,Standard Class,YS-21880,YS-21880A6
CA-2015-130876,2015-05-16,2015-05-16,Second Class,AZ-10750,AZ-10750A5
CA-2016-145898,2016-09-26,2016-09-26,Same Day,CM-12445,CM-12445A3
US-2017-159562,2017-09-15,2017-09-15,Standard Class,JB-16000,JB-16000A3
CA-2017-134635,2017-04-17,2017-04-17,Second Class,NS-18640,NS-18640A11
CA-2017-167080,2017-06-14,2017-06-14,Standard Class,LC-16930,LC-16930A6
CA-2017-145653,2017-09-01,2017-09-01,Same Day,CA-12775,CA-12775A6
CA-2014-140487,2014-06-20,2014-06-20,Standard Class,SR-20425,SR-20425A1
CA-2017-117401,2017-05-22,2017-05-22,Second Class,PP-18955,PP-18955A5
US-2017-109582,2017-09-17,2017-09-17,Second Class,JM-15865,JM-15865A7
CA-2016-119865,2016-06-26,2016-06-26,Standard Class,AS-10090,AS-10090A1
US-2014-147648,2014-12-01,2014-12-01,Standard Class,LS-16975,LS-16975A2
CA-2017-124436,2017-03-22,2017-03-22,Second Class,SA-20830,SA-20830A2
CA-2014-115084,2014-10-22,2014-10-22,Standard Class,LS-17200,LS-17200A5
CA-2017-131037,2017-08-23,2017-08-23,First Class,TM-21490,TM-21490A1
CA-2016-111143,2016-11-22,2016-11-22,First Class,TT-21265,TT-21265A2
CA-2014-166744,2014-09-24,2014-09-24,Standard Class,DN-13690,DN-13690A4
CA-2016-116561,2016-09-17,2016-09-17,Standard Class,EB-14110,EB-14110A3
CA-2016-110730,2016-09-26,2016-09-26,Second Class,CM-11815,CM-11815A1
CA-2017-146367,2017-08-08,2017-08-08,Standard Class,HM-14860,HM-14860A10
CA-2016-149454,2016-07-26,2016-07-26,First Class,KM-16375,KM-16375A5
CA-2016-156265,2016-08-04,2016-08-04,Second Class,BF-11020,BF-11020A4
US-2015-168914,2015-05-27,2015-05-27,Standard Class,JE-15745,JE-15745A2
US-2017-110989,2017-11-05,2017-11-05,Second Class,EJ-14155,EJ-14155A4
CA-2015-106215,2015-04-21,2015-04-21,Standard Class,BN-11470,BN-11470A1
US-2016-169369,2016-12-18,2016-12-18,Standard Class,EC-14050,EC-14050A1
CA-2015-132318,2015-11-02,2015-11-02,First Class,TT-21220,TT-21220A5
US-2014-131982,2014-03-11,2014-03-11,Second Class,NP-18685,NP-18685A1
CA-2015-125185,2015-03-07,2015-03-07,Second Class,AH-10195,AH-10195A1
CA-2016-130078,2016-08-14,2016-08-14,Standard Class,CC-12145,CC-12145A4
US-2017-114034,2017-01-08,2017-01-08,Standard Class,DL-13315,DL-13315A2
US-2017-115595,2017-10-11,2017-10-11,First Class,XP-21865,XP-21865A5
CA-2017-158722,2017-10-26,2017-10-26,Standard Class,MA-17560,MA-17560A3
CA-2014-105165,2014-09-10,2014-09-10,First Class,SZ-20035,SZ-20035A11
CA-2017-147452,2017-10-03,2017-10-03,First Class,CS-11845,CS-11845A2
US-2017-114657,2017-11-21,2017-11-21,Standard Class,MH-18115,MH-18115A8
CA-2017-144484,2017-09-11,2017-09-11,Same Day,CB-12025,CB-12025A4
CA-2017-125913,2017-01-16,2017-01-16,Same Day,JO-15145,JO-15145A5
US-2016-158309,2016-11-29,2016-11-29,First Class,PA-19060,PA-19060A5
CA-2015-162887,2015-11-09,2015-11-09,Second Class,SV-20785,SV-20785A5
CA-2017-147333,2017-12-20,2017-12-20,Standard Class,KL-16555,KL-16555A1
CA-2014-113859,2014-09-17,2014-09-17,Standard Class,BC-11125,BC-11125A9
CA-2014-159681,2014-12-13,2014-12-13,Standard Class,PO-18850,PO-18850A7
US-2017-104094,2017-09-11,2017-09-11,Standard Class,AG-10675,AG-10675A1
CA-2017-152709,2017-10-12,2017-10-12,Standard Class,DB-13210,DB-13210A1
CA-2015-105158,2015-09-10,2015-09-10,Standard Class,SP-20860,SP-20860A8
CA-2014-133424,2014-04-04,2014-04-04,Standard Class,Dl-13600,Dl-13600A4
CA-2017-105991,2017-05-06,2017-05-06,First Class,LH-17020,LH-17020A1
US-2017-136784,2017-05-05,2017-05-05,Standard Class,AD-10180,AD-10180A3
CA-2014-146283,2014-09-15,2014-09-15,Standard Class,KT-16465,KT-16465A3
CA-2017-151218,2017-06-23,2017-06-23,First Class,PJ-19015,PJ-19015A1
CA-2015-111073,2015-12-30,2015-12-30,Standard Class,MC-18100,MC-18100A2
CA-2017-144883,2017-08-19,2017-08-19,Standard Class,BO-11350,BO-11350A2
CA-2017-142174,2017-03-09,2017-03-09,Standard Class,DP-13000,DP-13000A4
CA-2017-108791,2017-07-31,2017-07-31,Standard Class,TM-21490,TM-21490A3
CA-2016-106656,2016-09-26,2016-09-26,First Class,DV-13045,DV-13045A4
CA-2016-113831,2016-06-03,2016-06-03,Standard Class,AH-10690,AH-10690A8
US-2014-139500,2014-11-20,2014-11-20,Standard Class,AB-10165,AB-10165A6
US-2014-166310,2014-09-23,2014-09-23,First Class,JS-15940,JS-15940A5
US-2016-168410,2016-02-26,2016-02-26,Standard Class,BV-11245,BV-11245A5
CA-2017-131254,2017-11-21,2017-11-21,First Class,NC-18415,NC-18415A6
CA-2016-123414,2016-08-27,2016-08-27,Standard Class,SU-20665,SU-20665A1
CA-2017-137876,2017-05-05,2017-05-05,Standard Class,DJ-13510,DJ-13510A4
CA-2016-154060,2016-05-08,2016-05-08,Standard Class,DL-12865,DL-12865A3
US-2017-162558,2017-10-05,2017-10-05,First Class,Dp-13240,Dp-13240A9
CA-2017-134439,2017-09-23,2017-09-23,Second Class,TM-21010,TM-21010A7
CA-2015-119508,2015-12-09,2015-12-09,Standard Class,TZ-21580,TZ-21580A3
CA-2015-152681,2015-01-22,2015-01-22,Standard Class,SC-20260,SC-20260A6
CA-2014-130813,2014-01-08,2014-01-08,Second Class,LS-17230,LS-17230A1
CA-2015-120320,2015-03-09,2015-03-09,Standard Class,MV-18190,MV-18190A2
CA-2016-111941,2016-12-28,2016-12-28,Second Class,BD-11620,BD-11620A5
CA-2016-123120,2016-09-08,2016-09-08,Standard Class,CV-12295,CV-12295A5
CA-2014-103331,2014-09-01,2014-09-01,Standard Class,KB-16315,KB-16315A1
CA-2015-169278,2015-05-25,2015-05-25,Standard Class,ME-18010,ME-18010A4
CA-2017-111577,2017-10-21,2017-10-21,Standard Class,AJ-10780,AJ-10780A1
CA-2015-146486,2015-11-14,2015-11-14,Second Class,DV-13465,DV-13465A2
US-2014-168501,2014-11-27,2014-11-27,Standard Class,JK-15325,JK-15325A2
CA-2015-112053,2015-10-13,2015-10-13,Second Class,SH-20395,SH-20395A8
CA-2017-108539,2017-03-23,2017-03-23,Second Class,SC-20725,SC-20725A8
CA-2015-149811,2015-01-10,2015-01-10,Standard Class,CS-12250,CS-12250A5
US-2017-103814,2017-12-16,2017-12-16,Standard Class,LH-16900,LH-16900A9
CA-2016-123932,2016-09-12,2016-09-12,Standard Class,YC-21895,YC-21895A5
US-2016-101616,2016-09-06,2016-09-06,First Class,CY-12745,CY-12745A4
CA-2014-113768,2014-05-19,2014-05-19,Standard Class,AH-10030,AH-10030A5
CA-2016-138037,2016-10-03,2016-10-03,Standard Class,AR-10540,AR-10540A6
CA-2014-150490,2014-08-11,2014-08-11,Standard Class,SS-20590,SS-20590A3
US-2017-126060,2017-04-18,2017-04-18,Standard Class,DW-13585,DW-13585A7
CA-2017-100951,2017-06-10,2017-06-10,First Class,NC-18625,NC-18625A2
CA-2016-122017,2017-01-02,2017-01-02,Standard Class,CD-11920,CD-11920A5
CA-2014-123477,2014-01-21,2014-01-21,Second Class,DW-13195,DW-13195A2
CA-2016-107790,2016-11-24,2016-11-24,Standard Class,EH-13990,EH-13990A3
CA-2017-158071,2017-06-15,2017-06-15,Standard Class,BD-11320,BD-11320A8
CA-2017-147403,2017-09-13,2017-09-13,First Class,KH-16630,KH-16630A9
US-2017-136721,2017-04-12,2017-04-12,Standard Class,NH-18610,NH-18610A6
CA-2015-118738,2015-10-30,2015-10-30,Standard Class,AG-10495,AG-10495A1
CA-2017-134152,2017-05-31,2017-05-31,Standard Class,RP-19855,RP-19855A1
CA-2014-125542,2014-12-07,2014-12-07,First Class,NB-18655,NB-18655A9
CA-2016-136021,2016-08-18,2016-08-18,Standard Class,JM-15580,JM-15580A2
CA-2016-149195,2016-09-07,2016-09-07,Second Class,DM-13525,DM-13525A2
CA-2017-161410,2017-07-03,2017-07-03,Standard Class,CC-12220,CC-12220A3
CA-2017-152786,2017-03-17,2017-03-17,Standard Class,GA-14725,GA-14725A7
CA-2017-164707,2017-02-21,2017-02-21,Second Class,CV-12805,CV-12805A9
CA-2017-163874,2017-11-12,2017-11-12,Second Class,NC-18535,NC-18535A2
US-2014-123183,2014-11-25,2014-11-25,Standard Class,GR-14560,GR-14560A2
CA-2014-104829,2014-11-21,2014-11-21,Second Class,JG-15805,JG-15805A3
US-2016-147340,2016-09-24,2016-09-24,Same Day,EB-13750,EB-13750A3
CA-2016-145492,2016-11-27,2016-11-27,Standard Class,MC-17605,MC-17605A8
CA-2016-163202,2016-10-02,2016-10-02,Standard Class,BM-11650,BM-11650A1
CA-2016-117681,2016-04-14,2016-04-14,Standard Class,HF-14995,HF-14995A2
CA-2017-132262,2017-09-23,2017-09-23,First Class,ML-18265,ML-18265A2
CA-2017-123043,2017-08-29,2017-08-29,Standard Class,AH-10195,AH-10195A2
US-2016-143280,2016-02-26,2016-02-26,Standard Class,TZ-21580,TZ-21580A1
CA-2017-108854,2017-12-14,2017-12-14,Standard Class,DM-13345,DM-13345A1
CA-2017-166856,2017-09-22,2017-09-22,Standard Class,TS-21505,TS-21505A6
CA-2016-153157,2016-09-14,2016-09-14,First Class,TB-21625,TB-21625A4
US-2017-125647,2017-09-28,2017-09-28,Standard Class,LC-16870,LC-16870A3
CA-2014-132542,2014-10-08,2014-10-08,Second Class,AM-10360,AM-10360A4
CA-2015-110877,2015-10-26,2015-10-26,First Class,JE-15715,JE-15715A3
US-2016-151827,2016-04-02,2016-04-02,Second Class,CS-11950,CS-11950A6
US-2016-163258,2017-01-02,2017-01-02,Standard Class,PF-19225,PF-19225A4
CA-2017-103009,2017-11-05,2017-11-05,Second Class,PJ-18835,PJ-18835A2
US-2017-120649,2017-01-26,2017-01-26,Standard Class,JF-15490,JF-15490A5
CA-2016-153598,2016-12-06,2016-12-06,First Class,NM-18520,NM-18520A7
US-2016-108497,2016-06-14,2016-06-14,Same Day,MH-17290,MH-17290A3
CA-2016-113096,2016-09-04,2016-09-04,First Class,SZ-20035,SZ-20035A6
CA-2014-136861,2014-09-07,2014-09-07,First Class,PR-18880,PR-18880A5
CA-2017-117422,2017-10-25,2017-10-25,Standard Class,FC-14245,FC-14245A7
CA-2017-129707,2017-04-29,2017-04-29,Standard Class,LH-16750,LH-16750A3
CA-2015-160171,2015-10-24,2015-10-24,Standard Class,RM-19675,RM-19675A1
CA-2014-103317,2014-07-08,2014-07-08,First Class,DM-13525,DM-13525A3
CA-2016-167115,2016-04-09,2016-04-09,Standard Class,EH-14185,EH-14185A1
US-2017-153633,2017-11-18,2017-11-18,Second Class,TC-21295,TC-21295A1
CA-2017-155929,2017-09-13,2017-09-13,Standard Class,AI-10855,AI-10855A5
CA-2015-148712,2015-04-23,2015-04-23,Standard Class,JM-15535,JM-15535A4
CA-2016-128307,2016-07-29,2016-07-29,Standard Class,BE-11335,BE-11335A1
US-2016-127425,2016-08-31,2016-08-31,Standard Class,DR-12880,DR-12880A4
US-2014-119081,2014-09-19,2014-09-19,Standard Class,TA-21385,TA-21385A2
CA-2016-140613,2016-07-29,2016-07-29,Standard Class,KN-16705,KN-16705A7
US-2017-108700,2017-05-23,2017-05-23,Standard Class,PJ-18835,PJ-18835A1
CA-2017-160962,2017-05-02,2017-05-02,Standard Class,MC-17605,MC-17605A5
CA-2017-130631,2018-01-02,2018-01-02,Standard Class,BS-11755,BS-11755A6
CA-2017-116680,2017-09-06,2017-09-06,Second Class,PK-19075,PK-19075A4
US-2014-107405,2014-03-25,2014-03-25,Standard Class,TS-21205,TS-21205A2
CA-2017-101574,2017-10-04,2017-10-04,Standard Class,BD-11725,BD-11725A2
CA-2014-146591,2014-01-20,2014-01-20,First Class,TS-21340,TS-21340A4
CA-2014-107706,2014-02-19,2014-02-19,Second Class,ST-20530,ST-20530A5
CA-2016-122448,2016-06-14,2016-06-14,Standard Class,DB-13210,DB-13210A2
CA-2014-132451,2014-09-27,2014-09-27,First Class,KF-16285,KF-16285A4
CA-2016-158547,2016-06-04,2016-06-04,Standard Class,JM-16195,JM-16195A10
CA-2017-116946,2017-12-23,2017-12-23,Standard Class,TS-21505,TS-21505A3
CA-2017-121741,2017-12-26,2017-12-26,Same Day,YC-21895,YC-21895A1
CA-2017-169691,2017-06-18,2017-06-18,First Class,Dp-13240,Dp-13240A3
CA-2016-121356,2016-11-24,2016-11-24,Standard Class,SJ-20500,SJ-20500A3
CA-2014-101770,2014-04-04,2014-04-04,Standard Class,KB-16240,KB-16240A5
CA-2017-105487,2017-10-14,2017-10-14,Standard Class,CS-12250,CS-12250A11
CA-2017-148999,2017-02-04,2017-02-04,Standard Class,EB-13870,EB-13870A7
CA-2014-107573,2014-12-17,2014-12-17,Standard Class,PB-19150,PB-19150A4
CA-2015-156608,2015-10-29,2015-10-29,Standard Class,MT-18070,MT-18070A1
CA-2017-134495,2017-04-04,2017-04-04,Second Class,BF-11020,BF-11020A8
CA-2017-164098,2017-01-27,2017-01-27,First Class,CG-12520,CG-12520A1
CA-2014-105249,2014-11-28,2014-11-28,Same Day,DH-13675,DH-13675A1
CA-2015-113523,2015-09-08,2015-09-08,Standard Class,SC-20440,SC-20440A4
CA-2017-117821,2017-06-16,2017-06-16,Standard Class,HG-15025,HG-15025A5
CA-2017-164378,2017-07-18,2017-07-18,Second Class,MM-18055,MM-18055A1
CA-2017-127782,2017-11-06,2017-11-06,Standard Class,TH-21115,TH-21115A2
US-2016-162026,2016-10-08,2016-10-08,Same Day,JE-15745,JE-15745A12
CA-2016-150000,2016-04-14,2016-04-14,Standard Class,PG-18820,PG-18820A10
CA-2015-168529,2015-10-12,2015-10-12,Standard Class,MB-17305,MB-17305A2
US-2017-152569,2017-05-20,2017-05-20,Standard Class,JD-16015,JD-16015A2
US-2014-137680,2014-03-02,2014-03-02,Standard Class,JH-15430,JH-15430A1
CA-2015-103177,2015-06-01,2015-06-01,First Class,EN-13780,EN-13780A4
US-2016-138408,2016-11-21,2016-11-21,Second Class,KC-16255,KC-16255A5
CA-2017-117667,2017-12-09,2017-12-09,Standard Class,MS-17980,MS-17980A6
CA-2016-110982,2016-06-07,2016-06-07,First Class,CK-12205,CK-12205A8
CA-2016-147123,2016-12-12,2016-12-12,First Class,SJ-20125,SJ-20125A1
CA-2017-154501,2017-05-05,2017-05-05,Standard Class,EA-14035,EA-14035A13
CA-2017-166933,2017-04-28,2017-04-28,Standard Class,MG-17890,MG-17890A6
CA-2015-142055,2015-05-10,2015-05-10,First Class,AB-10255,AB-10255A8
CA-2015-137106,2015-04-04,2015-04-04,Standard Class,SC-20260,SC-20260A3
CA-2017-136609,2017-08-11,2017-08-11,Standard Class,TB-21355,TB-21355A1
CA-2017-160885,2017-12-06,2017-12-06,Standard Class,JK-16090,JK-16090A1
US-2016-167472,2016-06-07,2016-06-07,First Class,CK-12595,CK-12595A9
CA-2015-120551,2015-04-20,2015-04-20,Standard Class,SS-20590,SS-20590A1
US-2017-150595,2017-05-26,2017-05-26,Standard Class,LE-16810,LE-16810A4
CA-2016-134936,2016-12-25,2016-12-25,Standard Class,ES-14080,ES-14080A1
CA-2017-102967,2017-09-26,2017-09-26,Standard Class,MG-17890,MG-17890A8
CA-2017-151008,2017-09-08,2017-09-08,First Class,JM-16195,JM-16195A9
CA-2014-159800,2014-12-01,2014-12-01,First Class,SG-20470,SG-20470A5
US-2014-159618,2014-11-16,2014-11-16,Standard Class,DB-12970,DB-12970A4
CA-2017-116113,2017-10-06,2017-10-06,Second Class,JW-15220,JW-15220A2
CA-2015-125066,2015-12-18,2015-12-18,Standard Class,KD-16495,KD-16495A9
US-2015-114741,2015-12-10,2015-12-10,Standard Class,IL-15100,IL-15100A2
CA-2017-133263,2017-04-02,2017-04-02,Second Class,JE-15610,JE-15610A6
CA-2017-157966,2017-03-13,2017-03-13,Same Day,SU-20665,SU-20665A6
CA-2014-151162,2014-12-09,2014-12-09,Standard Class,EA-14035,EA-14035A8
CA-2016-136686,2016-12-16,2016-12-16,Standard Class,RF-19840,RF-19840A3
CA-2017-137498,2017-09-14,2017-09-14,Second Class,LC-17050,LC-17050A4
CA-2017-163818,2017-10-08,2017-10-08,Standard Class,PS-18970,PS-18970A5
CA-2016-161158,2016-05-13,2016-05-13,Standard Class,PS-18970,PS-18970A1
CA-2014-116673,2014-12-19,2014-12-19,Second Class,JO-15280,JO-15280A4
CA-2017-105333,2017-12-04,2017-12-04,Standard Class,VP-21730,VP-21730A2
CA-2015-149993,2015-03-20,2015-03-20,First Class,GA-14725,GA-14725A5
CA-2014-168158,2014-07-24,2014-07-24,Standard Class,EM-14140,EM-14140A4
CA-2016-115224,2016-12-11,2016-12-11,Second Class,DB-13615,DB-13615A6
CA-2014-164742,2014-10-18,2014-10-18,Second Class,ML-17395,ML-17395A8
US-2017-108014,2017-11-25,2017-11-25,Standard Class,JH-15430,JH-15430A4
CA-2017-160325,2017-09-24,2017-09-24,Same Day,BP-11095,BP-11095A5
CA-2015-159779,2015-09-29,2015-09-29,Standard Class,SB-20185,SB-20185A1
CA-2017-151176,2017-02-20,2017-02-20,Standard Class,SV-20785,SV-20785A8
CA-2014-108903,2014-10-03,2014-10-03,Same Day,DO-13435,DO-13435A6
CA-2016-117919,2016-08-29,2016-08-29,Second Class,TB-21355,TB-21355A4
CA-2015-142475,2015-12-07,2015-12-07,Standard Class,BS-11380,BS-11380A1
CA-2016-134516,2016-09-25,2016-09-25,Standard Class,FM-14215,FM-14215A2
CA-2017-105193,2017-03-31,2017-03-31,Standard Class,JL-15835,JL-15835A2
CA-2015-168634,2015-12-11,2015-12-11,Standard Class,AF-10870,AF-10870A1
CA-2017-117198,2017-09-05,2017-09-05,Standard Class,BG-11035,BG-11035A3
CA-2015-145828,2015-10-07,2015-10-07,First Class,MB-17305,MB-17305A3
CA-2017-121027,2017-08-22,2017-08-22,Standard Class,HW-14935,HW-14935A5
CA-2016-147431,2016-02-07,2016-02-07,Standard Class,AB-10105,AB-10105A2
CA-2016-158001,2016-08-27,2016-08-27,Standard Class,JP-15460,JP-15460A7
CA-2017-125745,2017-07-04,2017-07-04,Standard Class,DV-13045,DV-13045A2
CA-2015-101154,2015-09-21,2015-09-21,First Class,CM-12190,CM-12190A1
US-2016-124163,2016-09-30,2016-09-30,Standard Class,SC-20695,SC-20695A6
CA-2016-121748,2016-10-28,2016-10-28,Second Class,VW-21775,VW-21775A7
CA-2014-126683,2014-10-01,2014-10-01,Second Class,PP-18955,PP-18955A2
CA-2017-148810,2017-07-01,2017-07-01,Standard Class,DR-12880,DR-12880A1
US-2016-146066,2016-08-23,2016-08-23,Second Class,RB-19465,RB-19465A3
CA-2014-127614,2014-02-15,2014-02-15,Standard Class,NF-18385,NF-18385A2
CA-2016-101742,2016-09-28,2016-09-28,Second Class,CR-12580,CR-12580A1
CA-2015-134943,2015-12-06,2015-12-06,First Class,SU-20665,SU-20665A7
CA-2017-123022,2017-09-08,2017-09-08,Standard Class,SC-20050,SC-20050A1
CA-2017-113208,2017-04-02,2017-04-02,Standard Class,ML-18040,ML-18040A1
CA-2014-154893,2014-12-27,2014-12-27,Standard Class,GM-14440,GM-14440A6
CA-2014-147900,2014-09-28,2014-09-28,Standard Class,JK-15640,JK-15640A2
CA-2017-106355,2017-04-05,2017-04-05,First Class,AT-10435,AT-10435A3
CA-2016-127985,2016-04-05,2016-04-05,Second Class,DB-12910,DB-12910A6
CA-2015-166604,2015-05-20,2015-05-20,Second Class,AH-10690,AH-10690A10
CA-2017-120719,2017-03-26,2017-03-26,First Class,SJ-20125,SJ-20125A3
CA-2017-127117,2017-04-19,2017-04-19,Standard Class,HM-14860,HM-14860A3
CA-2015-104241,2015-01-09,2015-01-09,Standard Class,AG-10495,AG-10495A8
CA-2017-168179,2017-11-07,2017-11-07,Standard Class,JB-16000,JB-16000A2
CA-2017-142342,2017-07-19,2017-07-19,Second Class,AJ-10795,AJ-10795A6
CA-2017-109099,2017-10-11,2017-10-11,Standard Class,MM-18280,MM-18280A4
US-2014-134187,2014-11-11,2014-11-11,Standard Class,TH-21235,TH-21235A2
CA-2016-145261,2016-12-21,2016-12-21,First Class,AH-10120,AH-10120A5
